Date	Depth(m)	phyc_C(mmol/m3)	chl_C(mg/m3)	phyc_E(mmol/m3)	chl_E(mg/m3)	phyc_W(mmol/m3)	chl_W(mg/m3)	phyc_S(mmol/m3)	chl_S(mg/m3)	phyc_N(mmol/m3)	chl_N(mg/m3)
2020-09-18	19.40	0.1486	0.0442	0.1664	0.0426	0.1599	0.0440	0.1501	0.0413	0.1736	0.0466
2020-09-18	22.71	0.1485	0.0442	0.1570	0.0415	0.1700	0.0472	0.1715	0.0463	0.1724	0.0465
2020-09-18	26.20	0.1482	0.0443	0.1558	0.0421	0.1927	0.0544	0.2099	0.0563	0.1677	0.0462
2020-09-18	29.89	0.1447	0.0431	0.1738	0.0474	0.2206	0.0639	0.2471	0.0675	0.1481	0.0446
2020-09-18	33.77	0.1767	0.0584	0.1919	0.0544	0.2471	0.0736	0.2776	0.0780	0.1415	0.0426
2020-09-18	37.85	0.2012	0.0659	0.2114	0.0623	0.2734	0.0840	0.3098	0.0901	0.1465	0.0440
2020-09-18	42.15	0.2293	0.0747	0.2331	0.0712	0.2996	0.0943	0.3404	0.1023	0.1639	0.0500
2020-09-18	46.65	0.2629	0.0860	0.2578	0.0812	0.3263	0.1046	0.3721	0.1148	0.1923	0.0600
2020-09-18	51.38	0.3036	0.0997	0.2871	0.0925	0.3593	0.1164	0.4046	0.1276	0.2300	0.0735
2020-09-18	56.33	0.3553	0.1171	0.3223	0.1059	0.4072	0.1322	0.4401	0.1414	0.2750	0.0894
2020-09-18	61.52	0.4237	0.1408	0.3654	0.1223	0.4762	0.1546	0.4832	0.1576	0.3265	0.1078
2020-09-18	66.95	0.5152	0.1732	0.4193	0.1431	0.5421	0.1778	0.5344	0.1766	0.3884	0.1304
2020-09-18	72.62	0.6273	0.2140	0.4858	0.1692	0.6246	0.2073	0.5964	0.1992	0.4685	0.1600
2020-09-18	78.55	0.8035	0.2781	0.5650	0.2010	0.7059	0.2386	0.6712	0.2263	0.5708	0.1987
2020-09-18	84.74	0.9862	0.3508	0.6536	0.2380	0.7732	0.2687	0.7542	0.2574	0.6915	0.2467
2020-09-18	91.20	0.8833	0.3310	0.7436	0.2787	0.7561	0.2741	0.8355	0.2904	0.8155	0.3007
2020-09-18	97.93	0.5940	0.2399	0.8195	0.3187	0.6987	0.2657	0.8929	0.3195	0.9058	0.3504
2020-09-18	104.94	0.2599	0.1197	0.8447	0.3447	0.6374	0.2538	0.9149	0.3407	0.9172	0.3774
2020-09-18	112.25	0.2526	0.1169	0.7910	0.3421	0.5490	0.2289	0.9031	0.3515	0.8069	0.3585
2020-09-18	119.86	0.2457	0.1141	0.6625	0.3062	0.3947	0.1754	0.8461	0.3466	0.5992	0.2890
2020-09-18	127.77	0.2383	0.1111	0.4859	0.2405	0.2775	0.1310	0.7209	0.3141	0.3822	0.1998
2020-09-18	136.00	0.2308	0.1078	0.3154	0.1664	0.2118	0.1048	0.5106	0.2388	0.2258	0.1287
2020-09-18	144.55	0.2233	0.1045	0.2002	0.1134	0.1572	0.0811	0.3059	0.1531	0.1318	0.0821
2020-09-18	153.43	0.2160	0.1012	0.1239	0.0753	0.1201	0.0648	0.1956	0.1047	0.0778	0.0527
2020-09-18	162.66	0.2092	0.0981	0.0770	0.0501	0.0952	0.0529	0.1119	0.0642	0.0477	0.0347
2020-09-18	172.24	0.2027	0.0950	0.0489	0.0338	0.0826	0.0465	0.0590	0.0363	0.0312	0.0239
2020-09-18	182.18	0.1966	0.0922	0.0323	0.0233	0.0726	0.0410	0.0430	0.0276	0.0221	0.0175
2020-09-18	192.48	0.1918	0.0899	0.0228	0.0166	0.0703	0.0397	0.0329	0.0213	0.0174	0.0139
2020-09-18	203.17	0.1888	0.0884	0.0179	0.0129	0.0674	0.0380	0.0310	0.0200	0.0147	0.0117
2020-09-18	214.25	0.1541	0.0717	0.0155	0.0108	0.0649	0.0365	0.0307	0.0197	0.0131	0.0104
2020-09-18	225.72	0.1290	0.0596	0.0142	0.0096	0.0643	0.0360	0.0307	0.0197	0.0123	0.0098
2020-09-18	237.61	0.1157	0.0533	0.0133	0.0087	0.0639	0.0358	0.0306	0.0197	0.0114	0.0090
2020-09-18	249.92	0.1020	0.0469	0.0131	0.0082	0.0632	0.0354	0.0300	0.0191	0.0105	0.0083
2020-09-18	262.65	0.0969	0.0445	0.0142	0.0086	0.0605	0.0338	0.0298	0.0189	0.0095	0.0075
2020-09-18	275.83	0.0939	0.0431	0.0170	0.0099	0.0596	0.0332	0.0286	0.0180	0.0090	0.0070
2020-09-18	289.46	0.0598	0.0276	0.0173	0.0099	0.0593	0.0331	0.0284	0.0179	0.0083	0.0064
2020-09-18	303.56	0.0426	0.0197	0.0117	0.0068	0.0593	0.0330	0.0261	0.0164	0.0076	0.0059
2020-09-18	318.13	0.0335	0.0154	0.0051	0.0033	0.0591	0.0329	0.0262	0.0164	0.0070	0.0054
2020-09-18	333.19	0.0287	0.0132	0.0022	0.0017	0.0584	0.0326	0.0181	0.0112	0.0063	0.0048
2020-09-18	348.75	0.0179	0.0084	0.0010	0.0009	0.0568	0.0318	0.0142	0.0088	0.0053	0.0041
2020-09-18	364.82	0.0091	0.0043	0.0006	0.0006	0.0553	0.0310	0.0089	0.0056	0.0044	0.0034
2020-09-18	381.42	0.0055	0.0026	0.0004	0.0004	0.0504	0.0285	0.0074	0.0046	0.0036	0.0027
2020-09-18	398.54	0.0046	0.0022	0.0003	0.0003	0.0473	0.0269	0.0061	0.0038	0.0032	0.0023
2020-09-18	416.22	0.0018	0.0009	0.0002	0.0003	0.0435	0.0250	0.0056	0.0034	0.0030	0.0020
2020-09-18	434.46	0.0004	0.0002	0.0002	0.0002	0.0422	0.0239	0.0035	0.0021	0.0027	0.0017
2020-09-18	453.27	0.0001	0.0001	0.0001	0.0002	0.0373	0.0213	0.0025	0.0015	0.0022	0.0014
2020-09-18	472.67	0.0000	0.0000	0.0001	0.0002	0.0301	0.0174	0.0012	0.0007	0.0016	0.0011
2020-09-18	492.67	0.0000	0.0000	0.0001	0.0001	0.0195	0.0119	0.0011	0.0006	0.0011	0.0008
2020-09-18	513.29	0.0001	0.0001	0.0001	0.0001	0.0107	0.0071	0.0010	0.0006	0.0007	0.0006
2020-09-18	534.53	0.0001	0.0001	0.0001	0.0001	0.0055	0.0041	0.0001	0.0001	0.0005	0.0004
2020-09-18	556.41	0.0001	0.0001	0.0000	0.0001	0.0028	0.0023	0.0000	0.0000	0.0003	0.0003
2020-09-18	578.94	0.0001	0.0001	0.0000	0.0001	0.0017	0.0015	0.0000	0.0000	0.0002	0.0002
2020-09-18	602.15	0.0001	0.0001	0.0000	0.0000	0.0010	0.0010	0.0000	0.0001	0.0002	0.0002
2020-09-18	626.03	0.0001	0.0001	0.0000	0.0000	0.0007	0.0008	0.0000	0.0001	0.0002	0.0002
2020-09-18	650.62	0.0001	0.0001	0.0000	0.0000	0.0006	0.0006	0.0001	0.0001	0.0001	0.0001
2020-09-18	675.91	0.0001	0.0001	0.0000	0.0000	0.0006	0.0006	0.0001	0.0001	0.0001	0.0001
2020-09-18	701.93	0.0001	0.0001	0.0000	0.0000	0.0006	0.0006	0.0001	0.0001	0.0001	0.0001
2020-09-18	728.69	0.0000	0.0001	0.0000	0.0000	0.0005	0.0005	0.0001	0.0001	0.0001	0.0001
2020-09-18	756.20	0.0000	0.0000	0.0000	0.0000	0.0005	0.0004	0.0001	0.0001	0.0001	0.0001
2020-09-18	784.47	0.0000	0.0000	0.0000	0.0000	0.0004	0.0004	0.0001	0.0001	0.0001	0.0001
2020-09-18	813.53	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0000	0.0001	0.0001	0.0001
2020-09-18	843.39	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000
2020-09-18	874.06	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
2020-09-18	905.55	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
2020-09-18	937.89	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0000	0.0000	0.0000
2020-09-18	971.08	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
2020-09-18	1005.14	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
2020-09-18	1040.08	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
2020-09-18	1075.91	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
2020-09-18	1112.66	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000
2020-09-18	1150.34	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1188.95	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1228.52	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1269.05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1310.56	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1353.07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1396.58	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1441.11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1486.67	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1533.27	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1580.93	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1629.65	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1679.44	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1730.33	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1782.31	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1835.40	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1889.61	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	1944.95	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2001.42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2059.03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2117.79	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2177.71	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2238.80	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2301.06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2364.49	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2429.11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2494.91	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2561.90	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2630.09	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2699.47	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2020-09-18	2770.06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
